autor,link,descricao,enviado,estrelas
"Caroline","https://github.com/carohbrandt/My_ProjetoAula4/tree/main","#Voltaasaulas Mães, pais e tutores de crianças normalmente tem aquele momento de volta as aulas, tendo que ajudar seus filhos em exercícios e lições de casa que já nem lembram mais como resolver. Este chatbot ajuda aos pais a revisar e entender passo a passo de novo de matérias, para conseguir dar todo o suporte as crianças da melhor forma.","Fri, 10 May 2024 20:20:00 GMT","3"
"Anderson","https://github.com/A249999/CHAT_BOT_ALURA/blob/main/Untitled0.ipynb","CHAT_BOT_ALURA","Fri, 10 May 2024 20:22:00 GMT","2"
"Júlio César Nardelli Borges","https://github.com/jcnborges/AutomaticHWCorrector.git"," Descubra o Futuro da Educação em Programação!  Você é um professor buscando uma solução eficiente para corrigir exercícios de programação? Conheça o nosso incrível Assistente IA para Correção de Exercícios de Programação!  Entrada Simples, Correção Poderosa! Nosso assistente é capaz de ler um arquivo PDF com os enunciados dos exercícios e, em seguida, corrige as respostas dos estudantes, todas compactadas em um arquivo ZIP. Simplifique sua rotina de correção!  Feedback Personalizado e Notas Justas! Cada exercício submetido pelo aluno recebe um feedback personalizado, juntamente com uma nota de 0 a 10. Além disso, o assistente calcula automaticamente a média final. O que poderia ser mais justo?  Testado e Aprovado com Dados Reais! Nossa solução foi testada e aprimorada com dados reais (descaracterizados), garantindo sua eficácia e confiabilidade. Você pode até baixar os arquivos de teste para conferir por si mesmo!","Fri, 10 May 2024 20:27:00 GMT","3"
"Marcelo","https://github.com/mboliveira2006/google_gemini/","Gerenciador de Agenda. Chat usando a técnica de few-Shot Prompt.","Fri, 10 May 2024 20:28:00 GMT","3"
"Luiz Felipe Fornari","https://github.com/luiZFornari/Projeto_HardwarIA/blob/main/Projeto_Alura_HardwarIA.ipynb","Projeto_HardwarIA Recomendação de Componentes para Computador usando IA Este projeto visa recomendar configurações ideais de componentes de computador com base em um orçamento fornecido pelo usuário e seu objetivo de uso do computador. O sistema utiliza um algoritmo genético para encontrar a melhor combinação de componentes, levando em consideração os pesos atribuídos a cada categoria de peças e o limite de preço. Juntamente com a GEMINI IA para fazer a validação e verificação da configuração.","Fri, 10 May 2024 20:37:00 GMT","3"
"Helaine Magalhães","https://github.com/HelaineMagalhaes/Bot_Mercado_Financeiro_Opcoes_Binarias","Características Pricipais Dados de mercado: acesso de dados de mercado em tempo real, incluindo cotações de preços, dados históricos e informações de ativos. Autenticação: Autentique com segurança a Pocket Option para garantir acesso seguro e autorizado via API. Trades: Os sinais são executaados de acordo com um padrão de Five candles com confluência em duas médias móveis Ema 9 e Ema 22. Gerenciamento de Risco: A operação no mercado aberto ou em OTC é realizada uma de cada vez, para que o resultado seja lido e assim aplicado o gerenciamento de risco, conforme imputs responsáveis, que evitam a quebra da banca ou a perda total do capital. Disclaimer As informações contidas neste código (bot) não constituem, nem tampouco devem ser interpretadas como um conselho, recomendação, oferta e/ou solicitação para compra ou venda de ativos, ações, commodities e/ou de quaisquer outros instrumentos financeiros. A rentabilidade obtida no passado não representa garantia de rentabilidade futura. Ao investidor, é recomendado fo","Fri, 10 May 2024 20:38:00 GMT","4"
"Cristiano Santos","https://github.com/SantosCristiano/Project-IA-Alura-FIAP-Google-Teckins/blob/main/Projeto%20Integra%C3%A7%C3%A3o%20IA%20Google%20Gemini%20com%20API%20RESTful%20Wordpress.ipynb","Automação de Publicação de Posts no WordPress com IA: Este projeto visa automatizar a criação e publicação de posts em um blog WordPress utilizando a API RESTful do WordPress e conteúdo gerado pela IA Google Gemini. O objetivo é auxiliar na produção de conteúdo de forma mais eficiente e escalável. https://github.com/SantosCristiano/Project-IA-Alura-FIAP-Google-Teckins","Fri, 10 May 2024 20:39:00 GMT","3"
"Vitor Ribeiro da Silva","https://github.com/KingRotiv/Gemini_EncontreFilmesSeries_LLM","Objetivo: Vamos usar o contexto do chat e as tecnicas de instruções direta ao modelo (system_instruction) com exemplos de dados (few-shorts) para criar um chat que irá te ajudar a achar filmes e séries pela descrição enviada.","Fri, 10 May 2024 20:40:00 GMT","2"
"Benilde Conceição Narciso Bonfim","https://github.com/benildebonfim","VemComunicarSTP","Fri, 10 May 2024 20:43:00 GMT","2"
"Rodrigo Souza Pereira","https://github.com/rodrigospereira22/ProjetoEspectroAutista","Esse é um projeto para pesquisar a possibilidade de uma pessoa que está na duvida para ela ou seus filhos responder um questionário gerado pelo Google Gemini e é calculado um resultado com a probabilidade.","Fri, 10 May 2024 20:45:00 GMT","6"
"Kauã Felipe Alves","https://github.com/Kaua-Felipe/gemini-web-chatbot","Desenvolvi um ChatBot chamado Wall-e, integrando tanto os ensinamentos adquiridos quanto a documentação da Google, utilizando a API com a linguagem de programação Javascript. Ele foi projetado para responder dúvidas relacionadas à programação e também permite o envio de imagens contendo códigos com os quais você esteja enfrentando problemas ou queira um guia passo a passo das linhas de código. Para possibilitar essa interação, utilizei a versão gemini-pro-vision. O ChatBot é simples e funcional; para utilizá-lo, basta baixar o código e adicionar a chave da API gerada no Google API Studio à variável API_KEY.","Fri, 10 May 2024 20:46:00 GMT","4"
"Katriel Felipe Reis Carvalho","https://github.com/KatrielCarvalho/PROJETO_ALURA_G.A.I.A","O projeto G.A.I.A(Gráficos Aparatir de Imagens Analisadas) monta gráficos a partir de dados que o Gemini obtem analisando imagens que você insere.","Fri, 10 May 2024 20:48:00 GMT","4"
"Ana Ruth Laine","https://github.com/typeLaine/Projeto_ImersaoIA/tree/main","Reeducação Linguística para a Inclusão: Um Projeto de Nomenclatura e Combate à Discriminação Projeto que visa uma reeducação, ressignificação e compartilhamento das mudanças em nomenclaturas e termos para promover uma linguagem mais inclusiva, o respeito à diversidade e combater a discriminação.","Fri, 10 May 2024 20:51:00 GMT","3"
"Rodrigo Santos","https://github.com/Rodrigo2488/Imersao_IA.git"," Quiz Interdisciplinar Alimentado por IA: Uma jornada de conhecimento sem fim!  Este é um projeto inovador que transforma a aprendizagem em uma experiência emocionante e personalizada. Desenvolvido durante um curso de aprendizagem em IA da Alura e Google, este quiz interdisciplinar permite que você escolha a área de conhecimento, tema e assunto de seu interesse. Com a ajuda da Inteligência Artificial, o quiz gera perguntas em tempo real, tornando cada sessão única e solicitada. Quer testar seus conhecimentos em Física, Química ou História? Ou talvez você seja um fã do universo Marvel e DC e queira testar seu conhecimento sobre seus personagens favoritos? Este quiz tem tudo isso e muito mais! Desenvolvido no PyCharm, este projeto é um testemunho do poder da IA na educação e entretenimento. Prepare-se para embarcar em uma jornada de descoberta e diversão com nosso Quiz Interdisciplinar Alimentado por IA! ","Fri, 10 May 2024 20:53:00 GMT","3"
"João Pedro Fusco","https://github.com/joaopfusco/bible-chatbot","O projeto se concentra na Bíblia Sagrada e permite que usuários explorem as escrituras através de um chatbot com inteligência artificial. Você pode fazer perguntas específicas sobre os quatro Evangelhos e receber resumos das passagens relevantes, ou fazer perguntas gerais sobre o Evangelho e receber respostas baseadas em versículos bíblicos dentro de uma perspectiva evangélica.","Fri, 10 May 2024 20:55:00 GMT","2"
"Guilherme Boschetti","https://github.com/guilherme-boschetti/Alura_Imersao_IA","Olá! Quer doar, mas não sabe onde? Informe seu endereço para descobrir os lugares que estão recebendo doações mais próximos de você! PS: Isso pode ser muito útil no dia a dia, mas principalmente agora no Rio Grande do Sul onde precisam de muita ajuda devido as enchentes!","Fri, 10 May 2024 20:57:00 GMT","3"
"Marcus Lizander dos Santos Lugão","https://github.com/mlizander/chefbot/tree/main","ChefBot - O seu Chef de cozinha com IA","Fri, 10 May 2024 21:03:00 GMT","3"
"Tatiany de Souza Albuquerque","https://github.com/tatianysouza/FitBot.git","FitBot é um chatbot de treinamento físico desenvolvido para ajudar as pessoas a se exercitarem de maneira eficaz e segura. O FitBot é capaz de criar um cronograma de exercícios personalizado com base nas necessidades individuais do usuário. Ele pode perguntar sobre os dias em que o usuário pretende se exercitar, o IMC do usuário e se o usuário tem algum problema físico. Com base nessas informações, o FitBot cria um cronograma de exercícios personalizado. Além disso, o FitBot pode explicar cada exercício em detalhes, se o usuário desejar.","Fri, 10 May 2024 21:03:00 GMT","24"
"Lucas Gonçalves Machado","https://github.com/luscaou/projeto-aula-4/blob/0c173d1309af9b49b6c33d2b3d49d63843c99ddd/Untitled0.ipynb","Projeto de Assistência à Adesão Medicamentosa para População Idosa: Objetivo: O objetivo deste projeto é desenvolver um sistema simples em Python para ajudar a população idosa a manter a adesão ao tratamento medicamentoso, especialmente para aqueles que sofrem de doenças como Alzheimer, que podem causar esquecimento frequente da medicação. Funcionalidades: Cadastro de Medicamento: O sistema permite que o usuário cadastre o nome do medicamento e o horário em que deve ser tomado. Contagem Regressiva: O sistema calcula e exibe o tempo restante até a próxima dose do medicamento, ajudando o usuário a acompanhar o horário de administração. Alarme de Lembrete: Quando estiver próximo do horário da próxima dose (por exemplo, nos últimos 5 minutos), o sistema emite um alarme sonoro para alertar o usuário. Confirmação de Administração: Após o usuário tomar o medicamento, ele pode confirmar no sistema que a dose foi administrada. Repetição do Ciclo: O sistema continua a monitorar e lembrar o usuário sobre as doses fut","Fri, 10 May 2024 21:05:00 GMT","3"
"Luiz Gastao de Lara Junior","https://github.com/gazstao/InteligenciaArtificial/blob/main/NoPhishToday.ipynb","NoPhishToday - Programa que usa IA para detectar a probabilidade de um email ou texto ser malicioso ou phishing","Fri, 10 May 2024 17:53:00 GMT","4"
"Norton Ronald Schindel","https://github.com/nortonrs/Imersao_Alura/blob/main/Resolve_falhas.ipynb","O projeto foi baseado em um documento de texto, que é um guia de manutenção em linha de produção de Notebboks, utilizado para reparar defeitos surgidos durante a fabricação. Para isso criei uma planilha Excel que contém os tópico de falhas na primeira coluna. Para cada defeito mostrado na primeira coluna a linha correspondente contém as diversas dicas de procedimento para solucionar o problema. O usuário recebe uma lista de DEFEITOS (primeira coluna) e escolhe o correspondente. A partir daí é mostrada uma lista das possíveis soluções para o problema. O usuário responde com Sim ou Não se o problema foi resolvido. Se Sim, o programa volta ao início. Se Não, pede para mover o equipamento para o EMR (Reparo EletroMecânico).","Fri, 10 May 2024 17:55:00 GMT","3"
"Fellipe Luz Souza Machado","https://github.com/chulipinho/summit","O Summit usa a Inteligência Artificial do Google para gerar resumos automáticos das suas reuniões do Google Meet. Imagine isso: saia de qualquer reunião sabendo exatamente o que foi decidido e o que precisa ser feito, sem precisar assistir tudo de novo. O Summit captura os pontos principais e documenta as decisões, garantindo que toda a equipe esteja na mesma página e você possa focar em avançar os projetos.","Fri, 10 May 2024 17:55:00 GMT","76"
"Mateus Apolinário da Silva","https://github.com/mateus-io/car-bug-scanner","O Car Bug Scanner é um aplicativo que detecta defeitos em fotos de carros.","Fri, 10 May 2024 17:56:00 GMT","3"
"Isabela","https://github.com/isbxv/Projeto_imers-oalura/tree/main","É um projeto em que o usuário busca pequenos problemas cotidianos extremamente comuns com o intuito de solucionar aquilo de maneira prática e com dicas acessíveis a todos sem que ele tenha que utilizar o google, onde as informações ficam espalhadas, já que o chatbot será mais especifico utilizando informações reunidas em documentos.","Fri, 10 May 2024 17:58:00 GMT","2"
